"House Name","House Letter","Sample Number","Sample Date","Sample Time","Copper Result","Iron Result","Lead Result"
107,"ag","S01ag","2016-02-09","07:05",460,100,12
107,"ag","S02ag","2016-02-09","07:05",560,100,11
107,"ag","S03ag","2016-02-09","07:05",520,100,20
107,"ag","S04ag","2016-02-09","07:05",420,100,19
107,"ag","S05ag","2016-02-09","07:05",370,100,16
107,"ag","S06ag","2016-02-09","07:05",340,100,22
107,"ag","S07ag","2016-02-09","07:05",390,150,45
107,"ag","S08ag","2016-02-09","07:05",320,100,22
107,"ag","S09ag","2016-02-09","07:05",290,100,19
107,"ag","S10ag","2016-02-09","07:05",270,100,17
107,"ag","S11ag","2016-02-09","07:05",310,150,41
107,"ag","S12ag","2016-02-09","07:05",310,210,59
107,"ag","S13ag","2016-02-09","07:05",280,220,67
107,"ag","S14ag","2016-02-09","07:05",260,180,61
109,"z","DS03z","2016-02-08","08:17",5.1,100,0.5
109,"z","S01z","2016-02-08","08:06",150,100,1.4
109,"z","S02z","2016-02-08","08:06",130,100,6.5
109,"z","S03z","2016-02-08","08:06",63,100,3.8
109,"z","S04z","2016-02-08","08:06",66,100,2.7
109,"z","S05z","2016-02-08","08:06",62,100,2.7
109,"z","S06z","2016-02-08","08:06",52,100,2.1
109,"z","S07z","2016-02-08","08:06",41,100,1.6
109,"z","S08z","2016-02-08","08:06",31,100,1.4
109,"z","S09z","2016-02-08","08:06",13,100,1.4
109,"z","S10z","2016-02-08","08:06",8.2,100,1.3
109,"z","S11z","2016-02-08","08:06",8.2,100,1.6
109,"z","S12z","2016-02-08","08:06",7.9,100,3.5
109,"z","S13z","2016-02-08","08:06",6.5,100,2.6
109,"z","S14z","2016-02-08","08:06",6.1,100,1
111,"cg","DS03cg","2016-02-18","14:22",20.1,80,0.5
111,"cg","S01cg","2016-02-18","14:17",272,80,0.5
111,"cg","S02cg","2016-02-18","14:17",334,80,0.5
111,"cg","S03cg","2016-02-18","14:17",401,229,0.84
111,"cg","S04cg","2016-02-18","14:17",372,134,0.5
111,"cg","S05cg","2016-02-18","14:17",166,114,0.5
111,"cg","S06cg","2016-02-18","14:17",158,111,0.5
111,"cg","S07cg","2016-02-18","14:17",147,101,0.5
111,"cg","S08cg","2016-02-18","14:17",109,81,0.5
111,"cg","S09cg","2016-02-18","14:17",76.4,80,0.5
111,"cg","S10cg","2016-02-18","14:17",64.6,80,0.5
111,"cg","S11cg","2016-02-18","14:17",60.4,80,0.5
111,"cg","S12cg","2016-02-18","14:17",52.8,80,0.5
111,"cg","S13cg","2016-02-18","14:17",52.8,80,0.5
111,"cg","S14cg","2016-02-18","14:17",46.6,80,0.5
113,"af","DS03af","2016-02-09","16:42",6.1,120,2.2
113,"af","S01af","2016-02-09","16:29",390,1400,5.4
113,"af","S02af","2016-02-09","16:29",45,180,0.61
113,"af","S03af","2016-02-09","16:29",910,5000,68
113,"af","S04af","2016-02-09","16:29",170,1300,41
113,"af","S05af","2016-02-09","16:29",73,580,8.7
113,"af","S06af","2016-02-09","16:29",51,630,4.7
113,"af","S07af","2016-02-09","16:29",37,870,3.4
113,"af","S08af","2016-02-09","16:29",31,670,2.6
113,"af","S09af","2016-02-09","16:29",27,650,2
113,"af","S10af","2016-02-09","16:29",22,250,1.5
113,"af","S11af","2016-02-09","16:29",22,210,3.5
113,"af","S12af","2016-02-09","16:29",17,180,2.4
113,"af","S13af","2016-02-09","16:29",16,180,1.1
113,"af","S14af","2016-02-09","16:29",14,170,1.3
114,"a","DS03a","2016-01-28","09:20",1.57,81,6.27
114,"a","S01a","2016-01-28","09:15",103,84.4,4.45
114,"a","S02a","2016-01-28","09:15",56,80,2.74
114,"a","S03a","2016-01-28","09:15",18.9,270,22.5
114,"a","S04a","2016-01-28","09:15",10.8,628,70.4
114,"a","S05a","2016-01-28","09:15",10.4,778,60.2
114,"a","S06a","2016-01-28","09:15",8.32,429,34.2
114,"a","S07a","2016-01-28","09:15",5.08,315,26.4
114,"a","S08a","2016-01-28","09:15",4.34,228,20.7
114,"a","S09a","2016-01-28","09:15",3.77,197,19.1
114,"a","S10a","2016-01-28","09:15",3.55,184,15.1
114,"a","S11a","2016-01-28","09:15",2.59,171,11.9
114,"a","S12a","2016-01-28","09:15",2.96,141,10.4
114,"a","S13a","2016-01-28","09:15",2.88,136,11.7
114,"a","S14a","2016-01-28","09:17",2.55,134,11.1
117,"ce","DS03ce","2016-02-18","08:25",3.68,80,0.5
117,"ce","S01ce","2016-02-18","08:16",24.6,80,0.5
117,"ce","S02ce","2016-02-18","08:16",12,80,0.5
117,"ce","S03ce","2016-02-18","08:16",4.69,80,0.5
117,"ce","S04ce","2016-02-18","08:16",4.04,80,0.5
117,"ce","S05ce","2016-02-18","08:16",4.33,80,0.5
117,"ce","S06ce","2016-02-18","08:16",4.81,80,0.5
117,"ce","S07ce","2016-02-18","08:16",4.8,80,0.5
117,"ce","S08ce","2016-02-18","08:16",4.48,80,0.5
117,"ce","S09ce","2016-02-18","08:16",4.28,80,0.5
117,"ce","S10ce","2016-02-18","08:16",4.11,80,0.5
117,"ce","S11ce","2016-02-18","08:16",3.78,80,0.5
117,"ce","S12ce","2016-02-18","08:16",3.57,80,0.5
117,"ce","S13ce","2016-02-18","08:16",3.26,80,0.5
117,"ce","S14ce","2016-02-18","08:16",3.19,80,0.5
118,"n","DS03n","2016-02-03","08:05",5.19,80,1.41
118,"n","S01n","2016-02-03","08:00",98.7,80,19.1
118,"n","S02n","2016-02-03","08:00",61.9,80,4.75
118,"n","S03n","2016-02-03","08:00",97,80,11.2
118,"n","S04n","2016-02-03","08:00",40.1,80,4.94
118,"n","S05n","2016-02-03","08:00",37.1,169,4.58
118,"n","S06n","2016-02-03","08:00",24.6,85.2,3.46
118,"n","S07n","2016-02-03","08:00",20.1,80,2.92
118,"n","S08n","2016-02-03","08:00",17.9,80,2.77
118,"n","S09n","2016-02-03","08:00",16.5,80,2.57
118,"n","S10n","2016-02-03","08:00",10.8,80,2.43
118,"n","S11n","2016-02-03","08:00",6.8,80,2.31
118,"n","S12n","2016-02-03","08:00",6.18,80,2.22
118,"n","S13n","2016-02-03","08:00",5.91,80,2.08
118,"n","S14n","2016-02-03","08:00",5.72,80,2.07
122,"t","DS03t","2016-02-05","09:52",5.05,80,0.5
122,"t","S01t","2016-02-05","09:52",23.5,88.1,0.513
122,"t","S02t","2016-02-05","09:52",10,80,0.5
122,"t","S03t","2016-02-05","09:52",69.3,1320,14.9
122,"t","S04t","2016-02-05","09:52",61.4,1030,14.6
122,"t","S05t","2016-02-05","09:52",48.8,490,6.11
122,"t","S06t","2016-02-05","09:52",52.8,327,4.81
122,"t","S07t","2016-02-05","09:52",46.4,250,4
122,"t","S08t","2016-02-05","09:52",55.5,209,3.28
122,"t","S09t","2016-02-05","09:52",58.8,165,2.73
122,"t","S10t","2016-02-05","09:52",60.2,146,3.38
122,"t","S11t","2016-02-05","09:52",40.7,116,1.54
122,"t","S12t","2016-02-05","09:52",21.4,104,1.45
122,"t","S13t","2016-02-05","09:52",18.5,90.8,1.3
122,"t","S14t","2016-02-05","09:52",14.2,83.6,1.22
124,"am","DS03am","2016-02-10","08:22",3.18,80,0.718
124,"am","S01am","2016-02-10","08:13",89.6,80,3.04
124,"am","S02am","2016-02-10","08:13",178,80,3.76
124,"am","S03am","2016-02-10","08:13",18.4,80,3.15
124,"am","S04am","2016-02-10","08:13",13,85.4,3.61
124,"am","S05am","2016-02-10","08:13",23.6,80,2.97
124,"am","S06am","2016-02-10","08:13",10.7,80,2.14
124,"am","S07am","2016-02-10","08:13",7.08,80,2.14
124,"am","S08am","2016-02-10","08:13",6.17,80,3.02
124,"am","S09am","2016-02-10","08:13",5.71,80,4.77
124,"am","S10am","2016-02-10","08:13",5.2,80,6.22
124,"am","S11am","2016-02-10","08:13",4.73,80,4.79
124,"am","S12am","2016-02-10","08:13",4.34,80,1.88
124,"am","S13am","2016-02-10","08:13",4.14,80,1.21
124,"am","S14am","2016-02-10","08:13",4.03,80,1.04
130,"bi","DS03bi","2016-02-15","10:18",3.31,167,1.23
130,"bi","S01bi","2016-02-15","10:10",31.3,171,9.28
130,"bi","S02bi","2016-02-15","10:10",8.26,140,5.78
130,"bi","S03bi","2016-02-15","10:10",6.67,187,9.92
130,"bi","S04bi","2016-02-15","10:10",8.27,158,8.76
130,"bi","S05bi","2016-02-15","10:10",50.7,192,11.1
130,"bi","S06bi","2016-02-15","10:10",41.7,207,13.2
130,"bi","S07bi","2016-02-15","10:10",42.8,175,16.9
130,"bi","S08bi","2016-02-15","10:10",27.8,162,20.4
130,"bi","S09bi","2016-02-15","10:10",22.3,155,19.7
130,"bi","S10bi","2016-02-15","10:10",17.9,145,19.6
130,"bi","S11bi","2016-02-15","10:10",14.4,152,19.7
130,"bi","S12bi","2016-02-15","10:10",13.2,144,16.4
130,"bi","S13bi","2016-02-15","10:10",11.9,155,13.3
130,"bi","S14bi","2016-02-15","10:10",9.7,159,9.92
131,"az","DS03az","2016-02-12","07:23",4.17,80,0.5
131,"az","S01az","2016-02-12","07:15",112,111,3.44
131,"az","S02az","2016-02-12","07:15",86.5,80,1.14
131,"az","S03az","2016-02-12","07:15",78.9,80,6.06
131,"az","S04az","2016-02-12","07:15",77.1,157,8.56
131,"az","S05az","2016-02-12","07:15",55.8,80,3.75
131,"az","S06az","2016-02-12","07:15",47.6,80,2.03
131,"az","S07az","2016-02-12","07:15",43.8,80,1.68
131,"az","S08az","2016-02-12","07:15",20,80,5.29
131,"az","S09az","2016-02-12","07:15",7.72,80,8.29
131,"az","S10az","2016-02-12","07:15",6.78,80,7.97
131,"az","S11az","2016-02-12","07:15",6.74,80,3.58
131,"az","S12az","2016-02-12","07:15",6.62,80,1.43
131,"az","S13az","2016-02-12","07:15",6.53,80,1.05
131,"az","S14az","2016-02-12","07:15",6.27,80,0.901
133,"as","DS03as","2016-02-10","07:22",3.4,80,0.5
133,"as","S01as","2016-02-10","07:11",58.6,80,1.76
133,"as","S02as","2016-02-10","07:11",126,80,1.55
133,"as","S03as","2016-02-10","07:11",116,281,107
133,"as","S04as","2016-02-10","07:11",40.1,495,16.3
133,"as","S05as","2016-02-10","07:11",40.5,449,16.5
133,"as","S06as","2016-02-10","07:11",66.2,414,21.8
133,"as","S07as","2016-02-10","07:11",59.9,291,14.3
133,"as","S08as","2016-02-10","07:11",28,125,3.02
133,"as","S09as","2016-02-10","07:11",12.4,87.5,6.97
133,"as","S10as","2016-02-10","07:11",6.48,85.2,12.3
133,"as","S11as","2016-02-10","07:11",5.53,110,11.8
133,"as","S12as","2016-02-10","07:11",5.71,96.3,5.85
133,"as","S13as","2016-02-10","07:11",4.84,80,1.31
133,"as","S14as","2016-02-10","07:11",4.63,80,0.738
140,"ae","DS03ae","2016-02-09","07:29",5.4,100,0.77
140,"ae","S01ae","2016-02-09","07:20",240,100,5.7
140,"ae","S02ae","2016-02-09","07:20",240,100,1.7
140,"ae","S03ae","2016-02-09","07:20",67,100,3.4
140,"ae","S04ae","2016-02-09","07:20",61,100,3.5
140,"ae","S05ae","2016-02-09","07:20",68,100,3.1
140,"ae","S06ae","2016-02-09","07:20",53,100,2.6
140,"ae","S07ae","2016-02-09","07:20",38,100,1.5
140,"ae","S08ae","2016-02-09","07:20",36,100,1.8
140,"ae","S09ae","2016-02-09","07:20",33,100,3
140,"ae","S10ae","2016-02-09","07:20",18,100,6
140,"ae","S11ae","2016-02-09","07:20",10,100,6.5
140,"ae","S12ae","2016-02-09","07:20",9.4,100,5.1
140,"ae","S13ae","2016-02-09","07:20",9,100,2.3
140,"ae","S14ae","2016-02-09","07:20",8.7,100,1.4
141,"w","DS03w","2016-02-05","08:32",17.6,139,2.45
141,"w","S01w","2016-02-05","08:25",106,80,2.02
141,"w","S02w","2016-02-05","08:25",48.8,80,4.88
141,"w","S03w","2016-02-05","08:25",298,5790,169
141,"w","S04w","2016-02-05","08:25",252,3960,109
141,"w","S05w","2016-02-05","08:25",175,2170,81.5
141,"w","S06w","2016-02-05","08:25",156,2040,66.9
141,"w","S07w","2016-02-05","08:25",133,1790,51.1
141,"w","S08w","2016-02-05","08:25",150,2380,57.1
141,"w","S09w","2016-02-05","08:25",120,1920,45.2
141,"w","S10w","2016-02-05","08:25",115,1690,39.1
141,"w","S11w","2016-02-05","08:25",95.1,1420,31.1
141,"w","S12w","2016-02-05","08:25",85.9,1220,28.9
141,"w","S13w","2016-02-05","08:25",74.2,1000,24.7
141,"w","S14w","2016-02-05","08:25",68.3,935,19.1
142,"al","DS03al","2016-02-10","12:34",28.1,91.6,2.64
142,"al","S01al","2016-02-10","12:27",373,80,7.92
142,"al","S02al","2016-02-10","12:27",631,80,4.78
142,"al","S03al","2016-02-10","12:27",2440,2290,616
142,"al","S04al","2016-02-10","12:27",638,677,192
142,"al","S05al","2016-02-10","12:27",401,868,121
142,"al","S06al","2016-02-10","12:27",288,596,57.2
142,"al","S07al","2016-02-10","12:27",157,314,24.5
142,"al","S08al","2016-02-10","12:27",97.6,232,14.3
142,"al","S09al","2016-02-10","12:27",84.5,219,10.2
142,"al","S10al","2016-02-10","12:27",83.8,219,21.7
142,"al","S11al","2016-02-10","12:27",225,215,7.7
142,"al","S12al","2016-02-10","12:27",362,205,5.62
142,"al","S13al","2016-02-10","12:27",371,192,4.73
142,"al","S14al","2016-02-10","12:27",268,149,4.18
143,"ay","DS03ay","2016-02-11","11:22",3.69,80,0.5
143,"ay","S01ay","2016-02-11","11:13",211,80,0.626
143,"ay","S02ay","2016-02-11","11:13",170,80,0.654
143,"ay","S03ay","2016-02-11","11:13",67.7,189,4.71
143,"ay","S04ay","2016-02-11","11:13",45,132,2.65
143,"ay","S05ay","2016-02-11","11:13",46.4,96.7,1.33
143,"ay","S06ay","2016-02-11","11:13",45.2,80,1.34
143,"ay","S07ay","2016-02-11","11:13",20,80,0.609
143,"ay","S08ay","2016-02-11","11:13",15.8,80,0.5
143,"ay","S09ay","2016-02-11","11:13",15.1,80,0.5
143,"ay","S10ay","2016-02-11","11:13",13.3,90.1,0.5
143,"ay","S11ay","2016-02-11","11:13",15.7,80,0.5
143,"ay","S12ay","2016-02-11","11:13",11,80,0.5
143,"ay","S13ay","2016-02-11","11:13",10.3,80,0.5
143,"ay","S14ay","2016-02-11","11:13",8.67,80,0.5
144,"ak","DS03ak","2016-02-10","11:39",8.11,85.8,0.5
144,"ak","S01ak","2016-02-10","11:29",138,80,12.5
144,"ak","S02ak","2016-02-10","11:29",199,80,8.21
144,"ak","S03ak","2016-02-10","11:29",207,198,26.8
144,"ak","S04ak","2016-02-10","11:29",63.2,80,4.79
144,"ak","S05ak","2016-02-10","11:29",98.4,276,8.52
144,"ak","S06ak","2016-02-10","11:29",120,271,7.42
144,"ak","S07ak","2016-02-10","11:29",177,172,8.63
144,"ak","S08ak","2016-02-10","11:29",78.5,92.5,3.36
144,"ak","S09ak","2016-02-10","11:29",47.1,80,1.8
144,"ak","S10ak","2016-02-10","11:29",43.6,80,1.46
144,"ak","S11ak","2016-02-10","11:29",37.9,80,1.77
144,"ak","S12ak","2016-02-10","11:29",24.8,308,1.49
144,"ak","S13ak","2016-02-10","11:29",15.1,129,1.14
144,"ak","S14ak","2016-02-10","11:29",13.3,97.4,1.02
145,"ch","DS03ch","2016-02-18","16:51",7.02,80,0.5
145,"ch","S01ch","2016-02-18","16:44",81.3,80,5.72
145,"ch","S02ch","2016-02-18","16:44",117,80,1.55
145,"ch","S03ch","2016-02-18","16:44",135,80,1.41
145,"ch","S04ch","2016-02-18","16:44",138,80,2.48
145,"ch","S05ch","2016-02-18","16:44",141,83.8,2.87
145,"ch","S06ch","2016-02-18","16:44",129,93.5,2.74
145,"ch","S07ch","2016-02-18","16:44",114,86.8,2.73
145,"ch","S08ch","2016-02-18","16:44",85.1,80,2.32
145,"ch","S09ch","2016-02-18","16:44",73.3,80,1.98
145,"ch","S10ch","2016-02-18","16:44",99.8,80,2.55
145,"ch","S11ch","2016-02-18","16:44",61.3,80,1.69
145,"ch","S12ch","2016-02-18","16:44",55.5,80,1.69
145,"ch","S13ch","2016-02-18","16:44",46.1,80,1.19
145,"ch","S14ch","2016-02-18","16:44",44.1,80,1.13
151,"l","DS03l","2016-02-02","09:19",21.5,80,0.5
151,"l","S01l","2016-02-02","09:10",73.1,80,3.35
151,"l","S02l","2016-02-02","09:10",83.6,80,5.12
151,"l","S03l","2016-02-02","09:10",105,80,5.35
151,"l","S04l","2016-02-02","09:10",91.7,80,1.32
151,"l","S05l","2016-02-02","09:10",63.7,80,0.977
151,"l","S06l","2016-02-02","09:10",54.4,80,0.713
151,"l","S07l","2016-02-02","09:10",48.9,80,0.875
151,"l","S08l","2016-02-02","09:10",30.3,80,0.5
151,"l","S09l","2016-02-02","09:10",37.3,80,0.5
151,"l","S10l","2016-02-02","09:10",41.1,80,0.5
151,"l","S11l","2016-02-02","09:10",57.4,80,0.5
151,"l","S12l","2016-02-02","09:10",69.3,80,0.5
151,"l","S13l","2016-02-02","09:10",77.1,80,0.5
151,"l","S14l","2016-02-02","09:17",74.5,80,0.5
152,"cq","DS03cq","2016-02-19","11:15",6.29,80,0.5
152,"cq","S01cq","2016-02-19","11:08",59.2,80,0.726
152,"cq","S02cq","2016-02-19","11:08",105,80,1.37
152,"cq","S03cq","2016-02-19","11:08",38.3,80,0.5
152,"cq","S04cq","2016-02-19","11:08",17.5,80,0.62
152,"cq","S05cq","2016-02-19","11:08",16.4,80,0.63
152,"cq","S06cq","2016-02-19","11:08",14,80,0.753
152,"cq","S07cq","2016-02-19","11:08",12.7,80,0.5
152,"cq","S08cq","2016-02-19","11:08",11.7,80,0.52
152,"cq","S09cq","2016-02-19","11:08",11.3,80,0.5
152,"cq","S10cq","2016-02-19","11:08",11.9,80,0.5
152,"cq","S11cq","2016-02-19","11:08",12.4,80,0.905
152,"cq","S12cq","2016-02-19","11:08",10.9,80,0.5
152,"cq","S13cq","2016-02-19","11:08",9.2,80,0.5
152,"cq","S14cq","2016-02-19","11:08",9.08,80,0.5
156,"r","DS03r","2016-02-04","07:27",8.24,80,0.5
156,"r","S01r","2016-02-04","07:22",85.6,80,0.697
156,"r","S02r","2016-02-04","07:22",54.3,80,1.76
156,"r","S03r","2016-02-04","07:22",11,80,1.59
156,"r","S04r","2016-02-04","07:22",7.25,80,1.13
156,"r","S05r","2016-02-04","07:22",9.36,80,0.5
156,"r","S06r","2016-02-04","07:22",6.17,80,0.5
156,"r","S07r","2016-02-04","07:22",7.52,80,0.5
156,"r","S08r","2016-02-04","07:22",5.07,80,0.565
156,"r","S09r","2016-02-04","07:22",4.55,80,0.5
156,"r","S10r","2016-02-04","07:22",4.2,80,0.5
156,"r","S11r","2016-02-04","07:22",3.56,80,0.5
156,"r","S12r","2016-02-04","07:22",2.84,80,0.5
156,"r","S13r","2016-02-04","07:22",2.45,80,0.5
156,"r","S14r","2016-02-04","07:22",2.29,80,0.5
158,"bh","DS03bh","2016-02-15","14:51",1.69,80,0.5
158,"bh","S01bh","2016-02-15","14:46",29,80,1.06
158,"bh","S02bh","2016-02-15","14:46",31.8,80,3
158,"bh","S03bh","2016-02-15","14:46",5.63,80,4.57
158,"bh","S04bh","2016-02-15","14:46",4.1,80,1.76
158,"bh","S05bh","2016-02-15","14:46",5.61,80,1.34
158,"bh","S06bh","2016-02-15","14:46",34.3,123,2.38
158,"bh","S07bh","2016-02-15","14:46",13.8,80,1.39
158,"bh","S08bh","2016-02-15","14:46",5.48,80,0.762
158,"bh","S09bh","2016-02-15","14:46",4.45,80,0.667
158,"bh","S10bh","2016-02-15","14:46",3.98,80,0.636
158,"bh","S11bh","2016-02-15","14:46",3.64,80,0.913
158,"bh","S12bh","2016-02-15","14:46",3.27,80,1.49
158,"bh","S13bh","2016-02-15","14:46",2.81,80,1.46
158,"bh","S14bh","2016-02-15","14:46",2.53,80,1.14
169,"k","DS03k","2016-02-02","07:12",1.01,80,0.5
169,"k","S01k","2016-02-02","07:05",31.8,80,176
169,"k","S02k","2016-02-02","07:05",5.46,80,0.632
169,"k","S03k","2016-02-02","07:05",4,80,14
169,"k","S04k","2016-02-02","07:05",4.35,80,0.99
169,"k","S05k","2016-02-02","07:05",4.51,80,0.902
169,"k","S06k","2016-02-02","07:05",5.45,80,0.943
169,"k","S07k","2016-02-02","07:05",2.88,80,0.858
169,"k","S08k","2016-02-02","07:05",1.87,80,0.824
169,"k","S09k","2016-02-02","07:05",1.61,80,0.836
169,"k","S10k","2016-02-02","07:05",1.78,80,0.935
169,"k","S11k","2016-02-02","07:05",1.43,80,0.882
169,"k","S12k","2016-02-02","07:05",1.22,80,0.875
169,"k","S13k","2016-02-02","07:05",1.27,80,0.931
169,"k","S18k","2016-02-02","07:05",1.16,80,0.5
174,"ax","DS03ax","2016-02-11","09:15",4.99,110,3.5
174,"ax","S01ax","2016-02-11","09:08",56.1,128,4.18
174,"ax","S02ax","2016-02-11","09:08",179,109,10.7
174,"ax","S03ax","2016-02-11","09:08",74.7,412,21
174,"ax","S04ax","2016-02-11","09:08",67.6,710,39
174,"ax","S05ax","2016-02-11","09:08",38.7,369,21.6
174,"ax","S06ax","2016-02-11","09:08",29,291,16.7
174,"ax","S07ax","2016-02-11","09:08",23.6,229,13.4
174,"ax","S08ax","2016-02-11","09:08",26.8,251,13.6
174,"ax","S09ax","2016-02-11","09:08",26.1,222,13.7
174,"ax","S10ax","2016-02-11","09:08",16.1,220,12.8
174,"ax","S11ax","2016-02-11","09:08",14.8,338,12.2
174,"ax","S12ax","2016-02-11","09:08",11.8,189,8.36
174,"ax","S13ax","2016-02-11","09:08",11,175,7.41
174,"ax","S14ax","2016-02-11","09:08",10.4,170,7.58
189,"at","DS03at","2016-02-10","09:20",7.25,282,3.18
189,"at","S01at","2016-02-10","09:15",66.2,258,4.94
189,"at","S02at","2016-02-10","09:15",66.4,216,4.26
189,"at","S03at","2016-02-10","09:15",412,1090,274
189,"at","S04at","2016-02-10","09:15",369,1020,181
189,"at","S05at","2016-02-10","09:15",238,840,92.4
189,"at","S06at","2016-02-10","09:15",127,556,47
189,"at","S07at","2016-02-10","09:15",87,449,32.1
189,"at","S08at","2016-02-10","09:15",48.5,358,22.9
189,"at","S09at","2016-02-10","09:15",30.2,388,17.4
189,"at","S10at","2016-02-10","09:15",23.8,393,16.8
189,"at","S11at","2016-02-10","09:15",20.8,359,24.5
189,"at","S12at","2016-02-10","09:15",22.5,375,29.6
189,"at","S13at","2016-02-10","09:15",21,393,22.6
189,"at","S14at","2016-02-10","09:15",20.1,362,12.8
190,"g","DS03g","2016-01-31","08:55",14.7,80,1.51
190,"g","S01g","2016-01-31","08:43",181,80,3.7
190,"g","S02g","2016-01-31","08:43",77.9,80,2.34
190,"g","S03g","2016-01-31","08:43",80,80,2.01
190,"g","S04g","2016-01-31","08:43",347,80,1.61
190,"g","S05g","2016-01-31","08:43",216,80,1.87
190,"g","S06g","2016-01-31","08:43",189,80,1.73
190,"g","S07g","2016-01-31","08:43",191,80,1.36
190,"g","S08g","2016-01-31","08:43",184,80,1.43
190,"g","S09g","2016-01-31","08:43",146,80,3.03
190,"g","S10g","2016-01-31","08:43",54,80,6.83
190,"g","S11g","2016-01-31","08:43",22.1,80,5.41
190,"g","S12.5g","2016-01-31","08:43",21.2,80,2.75
190,"g","S12g","2016-01-31","08:43",27.2,80,7.44
190,"g","S13g","2016-01-31","08:43",19.8,80,1.45
192,"ab","DS03ab","2016-02-08","07:18",6.2,100,3.3
192,"ab","S01ab","2016-02-08","07:14",110,100,6
192,"ab","S02ab","2016-02-08","07:14",160,100,10
192,"ab","S03ab","2016-02-08","07:14",300,550,260
192,"ab","S04ab","2016-02-08","07:14",160,270,150
192,"ab","S05ab","2016-02-08","07:14",110,150,78
192,"ab","S06ab","2016-02-08","07:14",55,100,47
192,"ab","S07ab","2016-02-08","07:14",42,100,36
192,"ab","S08ab","2016-02-08","07:14",38,110,31
192,"ab","S09ab","2016-02-08","07:14",31,140,23
192,"ab","S10ab","2016-02-08","07:14",30,200,18
192,"ab","S11ab","2016-02-08","07:14",23,160,14
192,"ab","S12ab","2016-02-08","07:14",19,100,13
192,"ab","S13ab","2016-02-08","07:14",18,100,12
192,"ab","S14ab","2016-02-08","07:14",17,100,12
193,"m","DS03m","2016-02-03","07:09",5.47,80,1.33
193,"m","S01m","2016-02-03","07:01",55.8,80,2.24
193,"m","S02m","2016-02-03","07:01",72.6,80,4.94
193,"m","S03m","2016-02-03","07:01",59.3,80,10.2
193,"m","S04m","2016-02-03","07:01",29.4,80,9.29
193,"m","S05m","2016-02-03","07:01",23.4,80,7.14
193,"m","S06m","2016-02-03","07:01",20.7,80,5.63
193,"m","S07m","2016-02-03","07:01",19.3,80,5.26
193,"m","S08m","2016-02-03","07:01",24.6,80,4.78
193,"m","S09m","2016-02-03","07:01",16.8,84.5,14.6
193,"m","S10m","2016-02-03","07:01",12.4,80,3.75
193,"m","S11m","2016-02-03","07:01",8.99,80,3.63
193,"m","S12m","2016-02-03","07:01",8.68,80,3.64
193,"m","S13m","2016-02-03","07:01",8.03,80,3.41
193,"m","S14m","2016-02-03","07:01",7.64,80,3.17
198,"e","S01e","2016-01-28","14:08",351,888,10.7
198,"e","S02e","2016-01-28","14:08",231,97.4,2.97
198,"e","S03e","2016-01-28","14:08",258,107,2.4
198,"e","S04e","2016-01-28","14:08",150,130,1.02
198,"e","S05e","2016-01-28","14:08",79.4,114,0.658
198,"e","S06e","2016-01-28","14:08",52.2,101,0.5
198,"e","S07e","2016-01-28","14:08",42.6,86.5,0.5
198,"e","S08e","2016-01-28","14:08",38.1,85.9,0.5
198,"e","S09e","2016-01-28","14:08",33.8,84.4,0.5
198,"e","S10e","2016-01-28","14:08",34,82.6,0.5
198,"e","S11e","2016-01-28","14:08",31.8,99.3,0.5
198,"e","S12e","2016-01-28","14:08",28.9,80,0.5
198,"e","S13e","2016-01-28","14:08",28.9,86.5,0.5
198,"e","S14e","2016-01-28","14:14",27.5,88.8,0.5
198,"e","DS03e","2016-01-28","14:20",23,80,0.5
200,"cw","DS03cw","2016-02-20","08:41",2.39,80,0.511
200,"cw","S01cw","2016-02-20","08:33",38.8,80,1.98
200,"cw","S02cw","2016-02-20","08:33",29.4,80,1.32
200,"cw","S03cw","2016-02-20","08:33",25.9,80,1.63
200,"cw","S04cw","2016-02-20","08:33",17.2,80,1.53
200,"cw","S05cw","2016-02-20","08:33",31.3,80,2.14
200,"cw","S06cw","2016-02-20","08:33",45.5,193,7.8
200,"cw","S07cw","2016-02-20","08:33",16.5,90,4.6
200,"cw","S08cw","2016-02-20","08:33",10.7,80,3.23
200,"cw","S09cw","2016-02-20","08:33",8.37,80,6.32
200,"cw","S10cw","2016-02-20","08:33",6.78,80,9.2
200,"cw","S11cw","2016-02-20","08:33",6.31,80,3.07
200,"cw","S12cw","2016-02-20","08:33",5.75,80,1.71
200,"cw","S13cw","2016-02-20","08:33",5.43,80,1.66
200,"cw","S14cw","2016-02-20","08:33",4.59,80,1.56
211,"cs","DS03cs","2016-02-20","07:33",5.31,80,1.03
211,"cs","S01cs","2016-02-20","07:19",299,80,2970
211,"cs","S02cs","2016-02-20","07:19",259,80,5.58
211,"cs","S03cs","2016-02-20","07:19",229,132,160
211,"cs","S04cs","2016-02-20","07:19",97.9,138,106
211,"cs","S05cs","2016-02-20","07:19",61.4,108,28.1
211,"cs","S06cs","2016-02-20","07:19",50.3,81.7,23.8
211,"cs","S07cs","2016-02-20","07:19",40.9,80,16.5
211,"cs","S08cs","2016-02-20","07:19",34.8,80.8,12.4
211,"cs","S09cs","2016-02-20","07:19",33.5,80,20.5
211,"cs","S10cs","2016-02-20","07:19",32.8,80,17.5
211,"cs","S11cs","2016-02-20","07:19",26.2,80,11.4
