,House Name,House Letter,Sample Number,Sample Date,Sample Time,Copper Result,Iron Result,Lead Result,Chloride Result
706,145,ch,S01ch,2016-02-18,16:44,81.3,80.0,5.72,9350.0
707,145,ch,S02ch,2016-02-18,16:44,117.0,80.0,1.55,9350.0
708,145,ch,S03ch,2016-02-18,16:44,135.0,80.0,1.41,9350.0
709,145,ch,S04ch,2016-02-18,16:44,138.0,80.0,2.48,9350.0
710,145,ch,S05ch,2016-02-18,16:44,141.0,83.8,2.87,9350.0
711,145,ch,S06ch,2016-02-18,16:44,129.0,93.5,2.74,9350.0
712,145,ch,S07ch,2016-02-18,16:44,114.0,86.8,2.73,9350.0
713,145,ch,S08ch,2016-02-18,16:44,85.1,80.0,2.32,9350.0
714,145,ch,S09ch,2016-02-18,16:44,73.3,80.0,1.98,9350.0
715,145,ch,S10ch,2016-02-18,16:44,99.8,80.0,2.55,9350.0
716,145,ch,S11ch,2016-02-18,16:44,61.3,80.0,1.69,9350.0
717,145,ch,S12ch,2016-02-18,16:44,55.5,80.0,1.69,9350.0
718,145,ch,S13ch,2016-02-18,16:44,46.1,80.0,1.19,9350.0
719,145,ch,S14ch,2016-02-18,16:44,44.1,80.0,1.13,9350.0
720,151,l,DS03l,2016-02-02,09:19,21.5,80.0,0.5,9400.0
721,151,l,S01l,2016-02-02,09:10,73.1,80.0,3.35,9400.0
722,151,l,S02l,2016-02-02,09:10,83.6,80.0,5.12,9400.0
723,151,l,S03l,2016-02-02,09:10,105.0,80.0,5.35,9400.0
724,151,l,S04l,2016-02-02,09:10,91.7,80.0,1.32,9400.0
725,151,l,S05l,2016-02-02,09:10,63.7,80.0,0.977,9400.0
726,151,l,S06l,2016-02-02,09:10,54.4,80.0,0.713,9400.0
727,151,l,S07l,2016-02-02,09:10,48.9,80.0,0.875,9400.0
728,151,l,S08l,2016-02-02,09:10,30.3,80.0,0.5,9400.0
729,151,l,S09l,2016-02-02,09:10,37.3,80.0,0.5,9400.0
730,151,l,S10l,2016-02-02,09:10,41.1,80.0,0.5,9400.0
731,151,l,S11l,2016-02-02,09:10,57.4,80.0,0.5,9400.0
732,151,l,S12l,2016-02-02,09:10,69.3,80.0,0.5,9400.0
733,151,l,S13l,2016-02-02,09:10,77.1,80.0,0.5,9400.0
734,151,l,S14l,2016-02-02,09:17,74.5,80.0,0.5,9400.0
735,152,cq,DS03cq,2016-02-19,11:15,6.29,80.0,0.5,9330.0
736,152,cq,S01cq,2016-02-19,11:08,59.2,80.0,0.726,9330.0
737,152,cq,S02cq,2016-02-19,11:08,105.0,80.0,1.37,9330.0
738,152,cq,S03cq,2016-02-19,11:08,38.3,80.0,0.5,9330.0
739,152,cq,S04cq,2016-02-19,11:08,17.5,80.0,0.62,9330.0
740,152,cq,S05cq,2016-02-19,11:08,16.4,80.0,0.63,9330.0
741,152,cq,S06cq,2016-02-19,11:08,14.0,80.0,0.753,9330.0
742,152,cq,S07cq,2016-02-19,11:08,12.7,80.0,0.5,9330.0
743,152,cq,S08cq,2016-02-19,11:08,11.7,80.0,0.52,9330.0
744,152,cq,S09cq,2016-02-19,11:08,11.3,80.0,0.5,9330.0
745,152,cq,S10cq,2016-02-19,11:08,11.9,80.0,0.5,9330.0
746,152,cq,S11cq,2016-02-19,11:08,12.4,80.0,0.905,9330.0
747,152,cq,S12cq,2016-02-19,11:08,10.9,80.0,0.5,9330.0
748,152,cq,S13cq,2016-02-19,11:08,9.2,80.0,0.5,9330.0
749,152,cq,S14cq,2016-02-19,11:08,9.08,80.0,0.5,9330.0
750,156,r,DS03r,2016-02-04,07:27,8.24,80.0,0.5,9170.0
751,156,r,S01r,2016-02-04,07:22,85.6,80.0,0.697,9170.0
752,156,r,S02r,2016-02-04,07:22,54.3,80.0,1.76,9170.0
753,156,r,S03r,2016-02-04,07:22,11.0,80.0,1.59,9170.0
754,156,r,S04r,2016-02-04,07:22,7.25,80.0,1.13,9170.0
755,156,r,S05r,2016-02-04,07:22,9.36,80.0,0.5,9170.0
756,156,r,S06r,2016-02-04,07:22,6.17,80.0,0.5,9170.0
757,156,r,S07r,2016-02-04,07:22,7.52,80.0,0.5,9170.0
758,156,r,S08r,2016-02-04,07:22,5.07,80.0,0.565,9170.0
759,156,r,S09r,2016-02-04,07:22,4.55,80.0,0.5,9170.0
760,156,r,S10r,2016-02-04,07:22,4.2,80.0,0.5,9170.0
761,156,r,S11r,2016-02-04,07:22,3.56,80.0,0.5,9170.0
762,156,r,S12r,2016-02-04,07:22,2.84,80.0,0.5,9170.0
763,156,r,S13r,2016-02-04,07:22,2.45,80.0,0.5,9170.0
764,156,r,S14r,2016-02-04,07:22,2.29,80.0,0.5,9170.0
765,158,bh,DS03bh,2016-02-15,14:51,1.69,80.0,0.5,9290.0
766,158,bh,S01bh,2016-02-15,14:46,29.0,80.0,1.06,9290.0
767,158,bh,S02bh,2016-02-15,14:46,31.8,80.0,3.0,9290.0
768,158,bh,S03bh,2016-02-15,14:46,5.63,80.0,4.57,9290.0
769,158,bh,S04bh,2016-02-15,14:46,4.1,80.0,1.76,9290.0
770,158,bh,S05bh,2016-02-15,14:46,5.61,80.0,1.34,9290.0
771,158,bh,S06bh,2016-02-15,14:46,34.3,123.0,2.38,9290.0
772,158,bh,S07bh,2016-02-15,14:46,13.8,80.0,1.39,9290.0
773,158,bh,S08bh,2016-02-15,14:46,5.48,80.0,0.762,9290.0
774,158,bh,S09bh,2016-02-15,14:46,4.45,80.0,0.667,9290.0
775,158,bh,S10bh,2016-02-15,14:46,3.98,80.0,0.636,9290.0
776,158,bh,S11bh,2016-02-15,14:46,3.64,80.0,0.913,9290.0
777,158,bh,S12bh,2016-02-15,14:46,3.27,80.0,1.49,9290.0
778,158,bh,S13bh,2016-02-15,14:46,2.81,80.0,1.46,9290.0
779,158,bh,S14bh,2016-02-15,14:46,2.53,80.0,1.14,9290.0
780,169,k,DS03k,2016-02-02,07:12,1.01,80.0,0.5,9260.0
781,169,k,S01k,2016-02-02,07:05,31.8,80.0,176.0,9260.0
782,169,k,S02k,2016-02-02,07:05,5.46,80.0,0.632,9260.0
783,169,k,S03k,2016-02-02,07:05,4.0,80.0,14.0,9260.0
784,169,k,S04k,2016-02-02,07:05,4.35,80.0,0.99,9260.0
785,169,k,S05k,2016-02-02,07:05,4.51,80.0,0.902,9260.0
786,169,k,S06k,2016-02-02,07:05,5.45,80.0,0.943,9260.0
787,169,k,S07k,2016-02-02,07:05,2.88,80.0,0.858,9260.0
788,169,k,S08k,2016-02-02,07:05,1.87,80.0,0.824,9260.0
789,169,k,S09k,2016-02-02,07:05,1.61,80.0,0.836,9260.0
790,169,k,S10k,2016-02-02,07:05,1.78,80.0,0.935,9260.0
791,169,k,S11k,2016-02-02,07:05,1.43,80.0,0.882,9260.0
792,169,k,S12k,2016-02-02,07:05,1.22,80.0,0.875,9260.0
793,169,k,S13k,2016-02-02,07:05,1.27,80.0,0.931,9260.0
794,169,k,S18k,2016-02-02,07:05,1.16,80.0,0.5,9260.0
795,174,ax,DS03ax,2016-02-11,09:15,4.99,110.0,3.5,9200.0
796,174,ax,S01ax,2016-02-11,09:08,56.1,128.0,4.18,9200.0
797,174,ax,S02ax,2016-02-11,09:08,179.0,109.0,10.7,9200.0
798,174,ax,S03ax,2016-02-11,09:08,74.7,412.0,21.0,9200.0
799,174,ax,S04ax,2016-02-11,09:08,67.6,710.0,39.0,9200.0
800,174,ax,S05ax,2016-02-11,09:08,38.7,369.0,21.6,9200.0
801,174,ax,S06ax,2016-02-11,09:08,29.0,291.0,16.7,9200.0
802,174,ax,S07ax,2016-02-11,09:08,23.6,229.0,13.4,9200.0
803,174,ax,S08ax,2016-02-11,09:08,26.8,251.0,13.6,9200.0
804,174,ax,S09ax,2016-02-11,09:08,26.1,222.0,13.7,9200.0
805,174,ax,S10ax,2016-02-11,09:08,16.1,220.0,12.8,9200.0
806,174,ax,S11ax,2016-02-11,09:08,14.8,338.0,12.2,9200.0
807,174,ax,S12ax,2016-02-11,09:08,11.8,189.0,8.36,9200.0
808,174,ax,S13ax,2016-02-11,09:08,11.0,175.0,7.41,9200.0
809,174,ax,S14ax,2016-02-11,09:08,10.4,170.0,7.58,9200.0
810,189,at,DS03at,2016-02-10,09:20,7.25,282.0,3.18,9620.0
811,189,at,S01at,2016-02-10,09:15,66.2,258.0,4.94,9620.0
812,189,at,S02at,2016-02-10,09:15,66.4,216.0,4.26,9620.0
813,189,at,S03at,2016-02-10,09:15,412.0,1090.0,274.0,9620.0
814,189,at,S04at,2016-02-10,09:15,369.0,1020.0,181.0,9620.0
815,189,at,S05at,2016-02-10,09:15,238.0,840.0,92.4,9620.0
816,189,at,S06at,2016-02-10,09:15,127.0,556.0,47.0,9620.0
817,189,at,S07at,2016-02-10,09:15,87.0,449.0,32.1,9620.0
818,189,at,S08at,2016-02-10,09:15,48.5,358.0,22.9,9620.0
819,189,at,S09at,2016-02-10,09:15,30.2,388.0,17.4,9620.0
820,189,at,S10at,2016-02-10,09:15,23.8,393.0,16.8,9620.0
821,189,at,S11at,2016-02-10,09:15,20.8,359.0,24.5,9620.0
822,189,at,S12at,2016-02-10,09:15,22.5,375.0,29.6,9620.0
823,189,at,S13at,2016-02-10,09:15,21.0,393.0,22.6,9620.0
824,189,at,S14at,2016-02-10,09:15,20.1,362.0,12.8,9620.0
825,190,g,DS03g,2016-01-31,08:55,14.7,80.0,1.51,8830.0
826,190,g,S01g,2016-01-31,08:43,181.0,80.0,3.7,8830.0
827,190,g,S02g,2016-01-31,08:43,77.9,80.0,2.34,8830.0
828,190,g,S03g,2016-01-31,08:43,80.0,80.0,2.01,8830.0
829,190,g,S04g,2016-01-31,08:43,347.0,80.0,1.61,8830.0
830,190,g,S05g,2016-01-31,08:43,216.0,80.0,1.87,8830.0
831,190,g,S06g,2016-01-31,08:43,189.0,80.0,1.73,8830.0
832,190,g,S07g,2016-01-31,08:43,191.0,80.0,1.36,8830.0
833,190,g,S08g,2016-01-31,08:43,184.0,80.0,1.43,8830.0
834,190,g,S09g,2016-01-31,08:43,146.0,80.0,3.03,8830.0
835,190,g,S10g,2016-01-31,08:43,54.0,80.0,6.83,8830.0
836,190,g,S11g,2016-01-31,08:43,22.1,80.0,5.41,8830.0
837,190,g,S12.5g,2016-01-31,08:43,21.2,80.0,2.75,8830.0
838,190,g,S12g,2016-01-31,08:43,27.2,80.0,7.44,8830.0
839,190,g,S13g,2016-01-31,08:43,19.8,80.0,1.45,8830.0
840,192,ab,DS03ab,2016-02-08,07:18,6.2,100.0,3.3,9390.0
841,192,ab,S01ab,2016-02-08,07:14,110.0,100.0,6.0,9390.0
842,192,ab,S02ab,2016-02-08,07:14,160.0,100.0,10.0,9390.0
843,192,ab,S03ab,2016-02-08,07:14,300.0,550.0,260.0,9390.0
844,192,ab,S04ab,2016-02-08,07:14,160.0,270.0,150.0,9390.0
845,192,ab,S05ab,2016-02-08,07:14,110.0,150.0,78.0,9390.0
846,192,ab,S06ab,2016-02-08,07:14,55.0,100.0,47.0,9390.0
847,192,ab,S07ab,2016-02-08,07:14,42.0,100.0,36.0,9390.0
848,192,ab,S08ab,2016-02-08,07:14,38.0,110.0,31.0,9390.0
849,192,ab,S09ab,2016-02-08,07:14,31.0,140.0,23.0,9390.0
850,192,ab,S10ab,2016-02-08,07:14,30.0,200.0,18.0,9390.0
851,192,ab,S11ab,2016-02-08,07:14,23.0,160.0,14.0,9390.0
852,192,ab,S12ab,2016-02-08,07:14,19.0,100.0,13.0,9390.0
853,192,ab,S13ab,2016-02-08,07:14,18.0,100.0,12.0,9390.0
854,192,ab,S14ab,2016-02-08,07:14,17.0,100.0,12.0,9390.0
855,193,m,DS03m,2016-02-03,07:09,5.47,80.0,1.33,9450.0
856,193,m,S01m,2016-02-03,07:01,55.8,80.0,2.24,9450.0
857,193,m,S02m,2016-02-03,07:01,72.6,80.0,4.94,9450.0
858,193,m,S03m,2016-02-03,07:01,59.3,80.0,10.2,9450.0
859,193,m,S04m,2016-02-03,07:01,29.4,80.0,9.29,9450.0
860,193,m,S05m,2016-02-03,07:01,23.4,80.0,7.14,9450.0
861,193,m,S06m,2016-02-03,07:01,20.7,80.0,5.63,9450.0
862,193,m,S07m,2016-02-03,07:01,19.3,80.0,5.26,9450.0
863,193,m,S08m,2016-02-03,07:01,24.6,80.0,4.78,9450.0
864,193,m,S09m,2016-02-03,07:01,16.8,84.5,14.6,9450.0
865,193,m,S10m,2016-02-03,07:01,12.4,80.0,3.75,9450.0
866,193,m,S11m,2016-02-03,07:01,8.99,80.0,3.63,9450.0
867,193,m,S12m,2016-02-03,07:01,8.68,80.0,3.64,9450.0
868,193,m,S13m,2016-02-03,07:01,8.03,80.0,3.41,9450.0
869,193,m,S14m,2016-02-03,07:01,7.64,80.0,3.17,9450.0
870,198,e,S01e,2016-01-28,14:08,351.0,888.0,10.7,8510.0
871,198,e,S02e,2016-01-28,14:08,231.0,97.4,2.97,8510.0
872,198,e,S03e,2016-01-28,14:08,258.0,107.0,2.4,8510.0
873,198,e,S04e,2016-01-28,14:08,150.0,130.0,1.02,8510.0
874,198,e,S05e,2016-01-28,14:08,79.4,114.0,0.658,8510.0
875,198,e,S06e,2016-01-28,14:08,52.2,101.0,0.5,8510.0
876,198,e,S07e,2016-01-28,14:08,42.6,86.5,0.5,8510.0
877,198,e,S08e,2016-01-28,14:08,38.1,85.9,0.5,8510.0
878,198,e,S09e,2016-01-28,14:08,33.8,84.4,0.5,8510.0
879,198,e,S10e,2016-01-28,14:08,34.0,82.6,0.5,8510.0
880,198,e,S11e,2016-01-28,14:08,31.8,99.3,0.5,8510.0
881,198,e,S12e,2016-01-28,14:08,28.9,80.0,0.5,8510.0
882,198,e,S13e,2016-01-28,14:08,28.9,86.5,0.5,8510.0
883,198,e,S14e,2016-01-28,14:14,27.5,88.8,0.5,8510.0
884,198,e,DS03e,2016-01-28,14:20,23.0,80.0,0.5,8510.0
885,200,cw,DS03cw,2016-02-20,08:41,2.39,80.0,0.511,9060.0
886,200,cw,S01cw,2016-02-20,08:33,38.8,80.0,1.98,9060.0
887,200,cw,S02cw,2016-02-20,08:33,29.4,80.0,1.32,9060.0
888,200,cw,S03cw,2016-02-20,08:33,25.9,80.0,1.63,9060.0
889,200,cw,S04cw,2016-02-20,08:33,17.2,80.0,1.53,9060.0
890,200,cw,S05cw,2016-02-20,08:33,31.3,80.0,2.14,9060.0
891,200,cw,S06cw,2016-02-20,08:33,45.5,193.0,7.8,9060.0
892,200,cw,S07cw,2016-02-20,08:33,16.5,90.0,4.6,9060.0
893,200,cw,S08cw,2016-02-20,08:33,10.7,80.0,3.23,9060.0
894,200,cw,S09cw,2016-02-20,08:33,8.37,80.0,6.32,9060.0
895,200,cw,S10cw,2016-02-20,08:33,6.78,80.0,9.2,9060.0
896,200,cw,S11cw,2016-02-20,08:33,6.31,80.0,3.07,9060.0
897,200,cw,S12cw,2016-02-20,08:33,5.75,80.0,1.71,9060.0
898,200,cw,S13cw,2016-02-20,08:33,5.43,80.0,1.66,9060.0
899,200,cw,S14cw,2016-02-20,08:33,4.59,80.0,1.56,9060.0
900,211,cs,DS03cs,2016-02-20,07:33,5.31,80.0,1.03,9490.0
901,211,cs,S01cs,2016-02-20,07:19,299.0,80.0,2970.0,9490.0
902,211,cs,S02cs,2016-02-20,07:19,259.0,80.0,5.58,9490.0
903,211,cs,S03cs,2016-02-20,07:19,229.0,132.0,160.0,9490.0
904,211,cs,S04cs,2016-02-20,07:19,97.9,138.0,106.0,9490.0
905,211,cs,S05cs,2016-02-20,07:19,61.4,108.0,28.1,9490.0
906,211,cs,S06cs,2016-02-20,07:19,50.3,81.7,23.8,9490.0
907,211,cs,S07cs,2016-02-20,07:19,40.9,80.0,16.5,9490.0
908,211,cs,S08cs,2016-02-20,07:19,34.8,80.8,12.4,9490.0
909,211,cs,S09cs,2016-02-20,07:19,33.5,80.0,20.5,9490.0
910,211,cs,S10cs,2016-02-20,07:19,32.8,80.0,17.5,9490.0
911,211,cs,S11cs,2016-02-20,07:19,26.2,80.0,11.4,9490.0
912,211,cs,S12cs,2016-02-20,07:19,22.5,80.0,10.8,9490.0
913,211,cs,S13cs,2016-02-20,07:19,24.2,80.0,12.8,9490.0
914,211,cs,S14cs,2016-02-20,07:19,20.1,80.0,11.6,9490.0
915,220,br,DS03br,2016-02-16,13:56,5.3,134.0,0.35,9240.0
916,220,br,S01br,2016-02-16,13:48,187.0,126.0,3.1,9240.0
917,220,br,S02br,2016-02-16,13:48,95.6,176.0,4.2,9240.0
918,220,br,S03br,2016-02-16,13:48,23.4,103.0,0.9,9240.0
919,220,br,S04br,2016-02-16,13:48,25.0,97.0,1.0,9240.0
920,220,br,S05br,2016-02-16,13:48,18.2,74.0,0.54,9240.0
921,220,br,S06br,2016-02-16,13:48,17.7,79.0,0.35,9240.0
922,220,br,S07br,2016-02-16,13:48,13.4,111.0,0.4,9240.0
923,220,br,S08br,2016-02-16,13:48,10.8,172.0,0.35,9240.0
924,220,br,S09br,2016-02-16,13:48,9.2,424.0,0.46,9240.0
925,220,br,S10br,2016-02-16,13:48,6.4,196.0,0.48,9240.0
926,220,br,S11br,2016-02-16,13:48,5.8,148.0,0.35,9240.0
927,220,br,S12br,2016-02-16,13:48,5.6,138.0,0.35,9240.0
928,220,br,S13br,2016-02-16,13:48,5.6,139.0,0.36,9240.0
929,220,br,S14br,2016-02-16,13:48,5.3,146.0,0.69,9240.0
930,225,cd,DS03cd,2016-02-18,07:24,1.1,80.0,0.61,9420.0
931,225,cd,S01cd,2016-02-18,07:14,4.8,80.0,4.9,9420.0
932,225,cd,S02cd,2016-02-18,07:14,1.1,80.0,7.71,9420.0
933,225,cd,S03cd,2016-02-18,07:14,1.5,80.0,14.9,9420.0
934,225,cd,S04cd,2016-02-18,07:14,2.4,80.0,12.1,9420.0
935,225,cd,S05cd,2016-02-18,07:14,10.7,174.0,8.6,9420.0
936,225,cd,S06cd,2016-02-18,07:14,4.0,129.0,6.03,9420.0
937,225,cd,S07cd,2016-02-18,07:14,2.0,93.0,6.01,9420.0
938,225,cd,S08cd,2016-02-18,07:14,1.8,91.0,5.33,9420.0
939,225,cd,S09cd,2016-02-18,07:14,4.7,95.0,9.58,9420.0
940,225,cd,S10cd,2016-02-18,07:14,3.5,90.0,11.0,9420.0
941,225,cd,S11cd,2016-02-18,07:14,1.5,80.0,7.39,9420.0
942,225,cd,S12cd,2016-02-18,07:14,1.3,80.0,3.1,9420.0
943,225,cd,S13cd,2016-02-18,07:14,1.2,80.0,1.7,9420.0
944,225,cd,S14cd,2016-02-18,07:14,1.1,80.0,1.3,9420.0
945,226,bz,DS03bz,2016-02-17,18:34,5.08,80.0,0.5,9460.0
946,226,bz,S01bz,2016-02-17,18:28,161.0,80.0,0.768,9460.0
947,226,bz,S02bz,2016-02-17,18:28,76.8,80.0,0.5,9460.0
948,226,bz,S03bz,2016-02-17,18:28,51.2,80.0,0.5,9460.0
949,226,bz,S04bz,2016-02-17,18:28,29.0,80.0,0.5,9460.0
950,226,bz,S05bz,2016-02-17,18:28,24.0,80.0,0.5,9460.0
951,226,bz,S06bz,2016-02-17,18:28,21.5,80.0,0.5,9460.0
952,226,bz,S07bz,2016-02-17,18:28,19.1,80.0,0.5,9460.0
953,226,bz,S09bz,2016-02-17,18:28,13.9,80.0,0.5,9460.0
954,226,bz,S08bz,2016-02-17,18:28,17.1,80.0,0.5,9460.0
955,226,bz,S10bz,2016-02-17,18:28,11.1,80.0,0.5,9460.0
956,226,bz,S11bz,2016-02-17,18:28,8.53,80.0,0.5,9460.0
957,226,bz,S12bz,2016-02-17,18:28,8.19,80.0,0.5,9460.0
958,226,bz,S13bz,2016-02-17,18:28,7.87,80.0,0.5,9460.0
959,226,bz,S14bz,2016-02-17,18:28,7.66,80.0,0.5,9460.0
960,229,cf,DS03cf,2016-02-18,09:18,2.93,80.0,0.5,9430.0
961,229,cf,S01cf,2016-02-18,09:12,46.3,185.0,3.04,9430.0
962,229,cf,S02cf,2016-02-18,09:12,45.0,80.0,1.67,9430.0
963,229,cf,S03cf,2016-02-18,09:12,64.2,80.0,2.91,9430.0
964,229,cf,S04cf,2016-02-18,09:12,30.8,80.0,2.55,9430.0
965,229,cf,S05cf,2016-02-18,09:12,12.9,80.0,2.42,9430.0
966,229,cf,S06cf,2016-02-18,09:12,17.9,80.0,1.94,9430.0
967,229,cf,S07cf,2016-02-18,09:12,6.6,80.0,1.29,9430.0
968,229,cf,S08cf,2016-02-18,09:12,5.2,80.0,1.13,9430.0
969,229,cf,S09cf,2016-02-18,09:12,5.49,80.0,1.3,9430.0
970,229,cf,S10cf,2016-02-18,09:12,4.78,80.0,3.56,9430.0
971,229,cf,S11cf,2016-02-18,09:12,3.75,80.0,4.25,9430.0
972,229,cf,S12cf,2016-02-18,09:12,3.33,80.0,3.32,9430.0
973,229,cf,S13cf,2016-02-18,09:12,3.18,80.0,1.62,9430.0
974,229,cf,S14cf,2016-02-18,09:12,3.01,80.0,0.714,9430.0
975,241,cm,DS03cm,2016-02-19,10:58,13.3,80.0,0.5,9410.0
976,241,cm,S01cm,2016-02-19,10:46,299.0,80.0,15.7,9410.0
977,241,cm,S02cm,2016-02-19,10:46,124.0,80.0,3.18,9410.0
978,241,cm,S03cm,2016-02-19,10:46,68.0,80.0,0.705,9410.0
979,241,cm,S04cm,2016-02-19,10:46,76.4,80.0,3.5,9410.0
980,241,cm,S05cm,2016-02-19,10:46,62.9,80.0,0.651,9410.0
981,241,cm,S06cm,2016-02-19,10:46,56.9,80.0,0.5,9410.0
982,241,cm,S07cm,2016-02-19,10:46,44.1,80.0,0.5,9410.0
983,241,cm,S08cm,2016-02-19,10:46,42.2,80.0,0.5,9410.0
984,241,cm,S09cm,2016-02-19,10:46,39.2,80.0,0.5,9410.0
985,241,cm,S10cm,2016-02-19,10:46,36.0,80.0,0.5,9410.0
986,241,cm,S11cm,2016-02-19,10:46,25.9,80.0,0.5,9410.0
987,241,cm,S12cm,2016-02-19,10:46,19.0,80.0,0.5,9410.0
988,241,cm,S13cm,2016-02-19,10:46,16.6,80.0,0.5,9410.0
989,241,cm,S14cm,2016-02-19,10:46,14.7,80.0,0.5,9410.0
990,253,db,DS03db,2016-02-22,07:30,12.0,170.0,2.3,9450.0
991,253,db,S01db,2016-02-22,07:21,59.0,100.0,4.4,9450.0
992,253,db,S02db,2016-02-22,07:21,110.0,100.0,37.0,9450.0
993,253,db,S03db,2016-02-22,07:21,130.0,440.0,110.0,9450.0
994,253,db,S04db,2016-02-22,07:21,62.0,190.0,54.0,9450.0
995,253,db,S05db,2016-02-22,07:21,42.0,110.0,34.0,9450.0
996,253,db,S06db,2016-02-22,07:21,42.0,100.0,26.0,9450.0
997,253,db,S07db,2016-02-22,07:21,45.0,100.0,66.0,9450.0
998,253,db,S08db,2016-02-22,07:21,42.0,100.0,19.0,9450.0
999,253,db,S09db,2016-02-22,07:21,42.0,100.0,17.0,9450.0
1000,253,db,S10db,2016-02-22,07:21,42.0,100.0,12.0,9450.0
1001,253,db,S11db,2016-02-22,07:21,38.0,100.0,11.0,9450.0
1002,253,db,S12db,2016-02-22,07:21,36.0,100.0,11.0,9450.0
1003,253,db,S13db,2016-02-22,07:21,30.0,110.0,7.2,9450.0
1004,253,db,S14db,2016-02-22,07:21,26.0,130.0,7.6,9450.0
1005,255,dc,DS03dc,2016-02-22,07:16,5.2,100.0,0.5,9310.0
1006,255,dc,S01dc,2016-02-22,07:10,120.0,100.0,1.1,9310.0
1007,255,dc,S02dc,2016-02-22,07:10,110.0,100.0,1.4,9310.0
1008,255,dc,S03dc,2016-02-22,07:10,47.0,100.0,2.6,9310.0
1009,255,dc,S04dc,2016-02-22,07:10,37.0,100.0,1.8,9310.0
1010,255,dc,S05dc,2016-02-22,07:10,40.0,100.0,1.5,9310.0
1011,255,dc,S06dc,2016-02-22,07:10,38.0,100.0,1.5,9310.0
1012,255,dc,S07dc,2016-02-22,07:10,28.0,100.0,1.5,9310.0
1013,255,dc,S08dc,2016-02-22,07:10,15.0,100.0,1.5,9310.0
1014,255,dc,S09dc,2016-02-22,07:10,11.0,100.0,1.7,9310.0
1015,255,dc,S10dc,2016-02-22,07:10,10.0,100.0,5.0,9310.0
1016,255,dc,S11dc,2016-02-22,07:10,7.3,180.0,12.0,9310.0
1017,255,dc,S12dc,2016-02-22,07:10,6.4,100.0,3.1,9310.0
1018,255,dc,S13dc,2016-02-22,07:10,5.9,100.0,0.9,9310.0
1019,255,dc,S14dc,2016-02-22,07:10,6.0,100.0,0.71,9310.0
1020,257,cz,DS03cz,2016-02-21,18:24,4.0,110.0,2.5,9040.0
1021,257,cz,S01cz,2016-02-21,18:18,100.0,100.0,16.0,9040.0
1022,257,cz,S02cz,2016-02-21,18:18,40.0,100.0,13.0,9040.0
1023,257,cz,S03cz,2016-02-21,18:18,31.0,140.0,13.0,9040.0
1024,257,cz,S04cz,2016-02-21,18:18,7.9,100.0,10.0,9040.0
1025,257,cz,S05cz,2016-02-21,18:18,6.3,100.0,8.9,9040.0
1026,257,cz,S06cz,2016-02-21,18:18,5.4,100.0,8.7,9040.0
1027,257,cz,S07cz,2016-02-21,18:18,5.5,100.0,11.0,9040.0
1028,257,cz,S08cz,2016-02-21,18:18,5.2,100.0,18.0,9040.0
1029,257,cz,S09cz,2016-02-21,18:18,4.1,100.0,31.0,9040.0
1030,257,cz,S10cz,2016-02-21,18:18,3.5,100.0,38.0,9040.0
1031,257,cz,S11cz,2016-02-21,18:18,3.4,120.0,22.0,9040.0
1032,257,cz,S12cz,2016-02-21,18:18,3.0,120.0,9.0,9040.0
1033,257,cz,S13cz,2016-02-21,18:18,4.1,110.0,6.0,9040.0
1034,257,cz,S14cz,2016-02-21,18:18,2.8,110.0,4.9,9040.0
1035,267,df,DS03df,2016-02-23,09:27,18.0,100.0,1.2,9020.0
1036,267,df,S01df,2016-02-23,09:19,170.0,100.0,4.1,9020.0
1037,267,df,S02df,2016-02-23,09:19,160.0,100.0,4.8,9020.0
1038,267,df,S03df,2016-02-23,09:19,200.0,100.0,5.1,9020.0
1039,267,df,S04df,2016-02-23,09:19,260.0,190.0,17.0,9020.0
1040,267,df,S05df,2016-02-23,09:19,210.0,210.0,15.0,9020.0
1041,267,df,S06df,2016-02-23,09:19,100.0,120.0,8.6,9020.0
1042,267,df,S07df,2016-02-23,09:19,68.0,100.0,5.7,9020.0
1043,267,df,S08df,2016-02-23,09:19,56.0,100.0,4.3,9020.0
1044,267,df,S09df,2016-02-23,09:19,53.0,100.0,3.6,9020.0
1045,267,df,S10df,2016-02-23,09:19,57.0,100.0,3.3,9020.0
1046,267,df,S11df,2016-02-23,09:19,52.0,100.0,3.2,9020.0
1047,267,df,S12df,2016-02-23,09:19,40.0,100.0,3.0,9020.0
1048,267,df,S13df,2016-02-23,09:19,32.0,100.0,2.7,9020.0
1049,267,df,S14df,2016-02-23,09:19,31.0,100.0,2.7,9020.0
1050,272,dg,DS03dg,2016-02-23,09:29,8.6,100.0,0.5,2450.0
1051,272,dg,S01dg,2016-02-23,09:21,140.0,100.0,53.0,2450.0
1052,272,dg,S02dg,2016-02-23,09:21,230.0,100.0,1.9,2450.0
1053,272,dg,S03dg,2016-02-23,09:21,65.0,100.0,1.8,2450.0
1054,272,dg,S04dg,2016-02-23,09:21,58.0,100.0,0.5,2450.0
1055,272,dg,S05dg,2016-02-23,09:21,53.0,100.0,0.5,2450.0
1056,272,dg,S06dg,2016-02-23,09:21,51.0,100.0,0.5,2450.0
1057,272,dg,S07dg,2016-02-23,09:21,42.0,100.0,0.5,2450.0
1058,272,dg,S09dg,2016-02-23,09:21,32.0,100.0,0.5,2450.0
