,House Name,House Letter,Sample Number,Sample Date,Sample Time,Copper Result,Iron Result,Lead Result,Chloride Result
350,88,ct,S05ct,2016-02-20,07:14,4.82,140.0,12.2,9490.0
351,88,ct,S06ct,2016-02-20,07:14,2.32,86.7,5.87,9490.0
352,88,ct,S07ct,2016-02-20,07:14,4.2,91.0,7.2,9490.0
353,88,ct,S08ct,2016-02-20,07:14,1.72,80.0,3.77,9490.0
354,88,ct,S09ct,2016-02-20,07:14,2.06,80.0,3.13,9490.0
355,88,ct,S10ct,2016-02-20,07:14,1.45,97.3,2.86,9490.0
356,88,ct,S11ct,2016-02-20,07:14,1.78,80.0,2.5,9490.0
357,88,ct,S12ct,2016-02-20,07:14,1.25,80.0,1.88,9490.0
358,88,ct,S13ct,2016-02-20,07:14,1.14,80.0,1.88,9490.0
359,88,ct,S14ct,2016-02-20,07:14,1.64,80.0,2.24,9490.0
360,90,bk,S01bk,2016-02-16,08:12,66.5,83.0,1.2,9310.0
361,90,bk,S02bk,2016-02-16,08:12,50.1,50.0,0.37,9310.0
362,90,bk,S03bk,2016-02-16,08:12,28.2,50.0,0.55,9310.0
363,90,bk,S04bk,2016-02-16,08:12,13.5,50.0,0.35,9310.0
364,90,bk,S05bk,2016-02-16,08:12,10.1,50.0,0.35,9310.0
365,90,bk,S06bk,2016-02-16,08:12,7.8,50.0,0.35,9310.0
366,90,bk,S07bk,2016-02-16,08:12,7.6,50.0,0.35,9310.0
367,90,bk,S08bk,2016-02-16,08:12,7.1,50.0,0.35,9310.0
368,90,bk,S09bk,2016-02-16,08:12,6.0,50.0,0.35,9310.0
369,90,bk,S10bk,2016-02-16,08:12,4.6,50.0,0.35,9310.0
370,90,bk,S11bk,2016-02-16,08:12,4.3,50.0,0.35,9310.0
371,90,bk,S12bk,2016-02-16,08:12,5.6,50.0,0.35,9310.0
372,90,bk,S13bk,2016-02-16,08:12,4.1,50.0,0.35,9310.0
373,90,bk,S14bk,2016-02-16,08:12,4.3,50.0,0.35,9310.0
374,90,bk,DS02bk,2016-02-16,08:19,3.5,50.0,0.35,9310.0
375,91,by,DS03by,2016-02-17,15:59,1.97,80.0,0.5,9740.0
376,91,by,S01by,2016-02-17,15:50,70.3,80.0,6.05,9740.0
377,91,by,S02by,2016-02-17,15:50,71.8,80.0,45.6,9740.0
378,91,by,S03by,2016-02-17,15:50,24.9,80.0,5.65,9740.0
379,91,by,S04by,2016-02-17,15:50,13.8,80.0,1.18,9740.0
380,91,by,S05by,2016-02-17,15:50,11.4,80.0,0.898,9740.0
381,91,by,S06by,2016-02-17,15:50,9.56,80.0,0.747,9740.0
382,91,by,S07by,2016-02-17,15:50,9.99,80.0,0.763,9740.0
383,91,by,S09by,2016-02-17,15:50,7.57,80.0,0.572,9740.0
384,91,by,S08by,2016-02-17,15:50,8.88,80.0,0.644,9740.0
385,91,by,S10by,2016-02-17,15:50,6.35,80.0,0.532,9740.0
386,91,by,S11by,2016-02-17,15:50,5.01,80.0,0.517,9740.0
387,91,by,S12by,2016-02-17,15:50,3.35,80.0,0.578,9740.0
388,91,by,S13by,2016-02-17,15:50,2.95,80.0,0.5,9740.0
389,91,by,S14by,2016-02-17,15:50,2.88,80.0,0.5,9740.0
390,95,aj,DS03aj,2016-02-10,09:16,16.4,224.0,1.02,10200.0
391,95,aj,S01aj,2016-02-10,09:09,155.0,140.0,5.21,10200.0
392,95,aj,S02aj,2016-02-10,09:09,176.0,165.0,21.5,10200.0
393,95,aj,S03aj,2016-02-10,09:09,181.0,524.0,60.9,10200.0
394,95,aj,S04aj,2016-02-10,09:09,78.6,304.0,14.8,10200.0
395,95,aj,S05aj,2016-02-10,09:09,76.7,288.0,15.7,10200.0
396,95,aj,S06aj,2016-02-10,09:09,72.2,283.0,15.7,10200.0
397,95,aj,S07aj,2016-02-10,09:09,63.1,275.0,11.1,10200.0
398,95,aj,S08aj,2016-02-10,09:09,57.6,262.0,9.81,10200.0
399,95,aj,S09aj,2016-02-10,09:09,48.4,250.0,8.1,10200.0
400,95,aj,S10aj,2016-02-10,09:09,46.1,247.0,6.19,10200.0
401,95,aj,S11aj,2016-02-10,09:09,48.0,259.0,7.62,10200.0
402,95,aj,S12aj,2016-02-10,09:09,46.0,254.0,6.54,10200.0
403,95,aj,S13aj,2016-02-10,09:09,43.2,251.0,4.22,10200.0
404,95,aj,S14aj,2016-02-10,09:09,29.3,255.0,3.69,10200.0
405,97,p,DS03p,2016-02-03,09:23,11.1,80.0,0.558,9620.0
406,97,p,S01p,2016-02-03,09:15,99.0,80.0,1.2,9620.0
407,97,p,S02p,2016-02-03,09:15,48.9,80.0,1.23,9620.0
408,97,p,S03p,2016-02-03,09:15,41.7,80.0,1.83,9620.0
409,97,p,S04p,2016-02-03,09:15,41.1,80.0,2.17,9620.0
410,97,p,S05p,2016-02-03,09:15,15.0,80.0,1.48,9620.0
411,97,p,S06p,2016-02-03,09:15,6.73,80.0,1.49,9620.0
412,97,p,S07p,2016-02-03,09:15,5.94,80.0,1.49,9620.0
413,97,p,S08p,2016-02-03,09:15,5.66,80.0,1.61,9620.0
414,97,p,S09p,2016-02-03,09:15,5.45,80.0,4.24,9620.0
415,97,p,S10p,2016-02-03,09:15,5.08,80.0,6.5,9620.0
416,97,p,S11p,2016-02-03,09:15,4.94,80.0,3.63,9620.0
417,97,p,S12p,2016-02-03,09:15,4.27,80.0,1.14,9620.0
418,97,p,S13p,2016-02-03,09:15,4.19,80.0,0.691,9620.0
419,97,p,S14p,2016-02-03,09:18,4.38,80.0,0.7,9620.0
420,99,bd,DS03bd,2016-02-12,10:51,12.2,94.9,0.5,9480.0
421,99,bd,S01bd,2016-02-12,10:41,82.9,110.0,1.05,9480.0
422,99,bd,S02bd,2016-02-12,10:41,60.1,115.0,0.604,9480.0
423,99,bd,S03bd,2016-02-12,10:41,59.9,105.0,0.582,9480.0
424,99,bd,S04bd,2016-02-12,10:41,101.0,96.2,0.5,9480.0
425,99,bd,S05bd,2016-02-12,10:41,97.4,97.2,0.5,9480.0
426,99,bd,S06bd,2016-02-12,10:41,64.5,98.9,0.5,9480.0
427,99,bd,S07bd,2016-02-12,10:41,50.6,94.5,0.5,9480.0
428,99,bd,S08bd,2016-02-12,10:41,34.4,95.8,0.5,9480.0
429,99,bd,S09bd,2016-02-12,10:41,36.0,93.8,0.5,9480.0
430,99,bd,S10bd,2016-02-12,10:41,33.9,130.0,0.5,9480.0
431,99,bd,S11bd,2016-02-12,10:41,23.1,97.7,0.5,9480.0
432,99,bd,S12bd,2016-02-12,10:41,16.4,93.2,0.5,9480.0
433,99,bd,S13bd,2016-02-12,10:41,15.3,86.6,0.5,9480.0
434,99,bd,S14bd,2016-02-12,10:41,13.6,95.0,0.5,9480.0
435,105,bc,DS03bc,2016-02-12,07:30,37.4,80.0,0.697,10500.0
436,105,bc,S01bc,2016-02-12,07:25,143.0,80.0,2.45,10500.0
437,105,bc,S02bc,2016-02-12,07:25,161.0,125.0,4.32,10500.0
438,105,bc,S03bc,2016-02-12,07:25,37.0,80.0,1.56,10500.0
439,105,bc,S04bc,2016-02-12,07:25,30.9,80.0,2.1,10500.0
440,105,bc,S05bc,2016-02-12,07:25,30.8,80.0,1.28,10500.0
441,105,bc,S06bc,2016-02-12,07:25,22.6,98.1,1.13,10500.0
442,105,bc,S07bc,2016-02-12,07:25,20.9,257.0,0.937,10500.0
443,105,bc,S08bc,2016-02-12,07:25,31.1,643.0,1.37,10500.0
444,105,bc,S09bc,2016-02-12,07:25,32.9,193.0,2.21,10500.0
445,105,bc,S10bc,2016-02-12,07:25,19.2,260.0,2.19,10500.0
446,105,bc,S11bc,2016-02-12,07:25,39.4,133.0,2.16,10500.0
447,105,bc,S12bc,2016-02-12,07:25,37.2,80.0,0.968,10500.0
448,105,bc,S13bc,2016-02-12,07:25,34.9,80.0,0.647,10500.0
449,105,bc,S14bc,2016-02-12,07:25,35.8,80.0,0.5,10500.0
450,107,ag,DS03ag,2016-02-09,07:15,40.0,240.0,5.1,9710.0
451,107,ag,S01ag,2016-02-09,07:05,460.0,100.0,12.0,9710.0
452,107,ag,S02ag,2016-02-09,07:05,560.0,100.0,11.0,9710.0
453,107,ag,S03ag,2016-02-09,07:05,520.0,100.0,20.0,9710.0
454,107,ag,S04ag,2016-02-09,07:05,420.0,100.0,19.0,9710.0
455,107,ag,S05ag,2016-02-09,07:05,370.0,100.0,16.0,9710.0
456,107,ag,S06ag,2016-02-09,07:05,340.0,100.0,22.0,9710.0
457,107,ag,S07ag,2016-02-09,07:05,390.0,150.0,45.0,9710.0
458,107,ag,S08ag,2016-02-09,07:05,320.0,100.0,22.0,9710.0
459,107,ag,S09ag,2016-02-09,07:05,290.0,100.0,19.0,9710.0
460,107,ag,S10ag,2016-02-09,07:05,270.0,100.0,17.0,9710.0
461,107,ag,S11ag,2016-02-09,07:05,310.0,150.0,41.0,9710.0
462,107,ag,S12ag,2016-02-09,07:05,310.0,210.0,59.0,9710.0
463,107,ag,S13ag,2016-02-09,07:05,280.0,220.0,67.0,9710.0
464,107,ag,S14ag,2016-02-09,07:05,260.0,180.0,61.0,9710.0
465,109,z,DS03z,2016-02-08,08:17,5.1,100.0,0.5,9440.0
466,109,z,S01z,2016-02-08,08:06,150.0,100.0,1.4,9440.0
467,109,z,S02z,2016-02-08,08:06,130.0,100.0,6.5,9440.0
468,109,z,S03z,2016-02-08,08:06,63.0,100.0,3.8,9440.0
469,109,z,S04z,2016-02-08,08:06,66.0,100.0,2.7,9440.0
470,109,z,S05z,2016-02-08,08:06,62.0,100.0,2.7,9440.0
471,109,z,S06z,2016-02-08,08:06,52.0,100.0,2.1,9440.0
472,109,z,S07z,2016-02-08,08:06,41.0,100.0,1.6,9440.0
473,109,z,S08z,2016-02-08,08:06,31.0,100.0,1.4,9440.0
474,109,z,S09z,2016-02-08,08:06,13.0,100.0,1.4,9440.0
475,109,z,S10z,2016-02-08,08:06,8.2,100.0,1.3,9440.0
476,109,z,S11z,2016-02-08,08:06,8.2,100.0,1.6,9440.0
477,109,z,S12z,2016-02-08,08:06,7.9,100.0,3.5,9440.0
478,109,z,S13z,2016-02-08,08:06,6.5,100.0,2.6,9440.0
479,109,z,S14z,2016-02-08,08:06,6.1,100.0,1.0,9440.0
480,111,cg,DS03cg,2016-02-18,14:22,20.1,80.0,0.5,9580.0
481,111,cg,S01cg,2016-02-18,14:17,272.0,80.0,0.5,9580.0
482,111,cg,S02cg,2016-02-18,14:17,334.0,80.0,0.5,9580.0
483,111,cg,S03cg,2016-02-18,14:17,401.0,229.0,0.84,9580.0
484,111,cg,S04cg,2016-02-18,14:17,372.0,134.0,0.5,9580.0
485,111,cg,S05cg,2016-02-18,14:17,166.0,114.0,0.5,9580.0
486,111,cg,S06cg,2016-02-18,14:17,158.0,111.0,0.5,9580.0
487,111,cg,S07cg,2016-02-18,14:17,147.0,101.0,0.5,9580.0
488,111,cg,S08cg,2016-02-18,14:17,109.0,81.0,0.5,9580.0
489,111,cg,S09cg,2016-02-18,14:17,76.4,80.0,0.5,9580.0
490,111,cg,S10cg,2016-02-18,14:17,64.6,80.0,0.5,9580.0
491,111,cg,S11cg,2016-02-18,14:17,60.4,80.0,0.5,9580.0
492,111,cg,S12cg,2016-02-18,14:17,52.8,80.0,0.5,9580.0
493,111,cg,S13cg,2016-02-18,14:17,52.8,80.0,0.5,9580.0
494,111,cg,S14cg,2016-02-18,14:17,46.6,80.0,0.5,9580.0
495,113,af,DS03af,2016-02-09,16:42,6.1,120.0,2.2,9420.0
496,113,af,S01af,2016-02-09,16:29,390.0,1400.0,5.4,9420.0
497,113,af,S02af,2016-02-09,16:29,45.0,180.0,0.61,9420.0
498,113,af,S03af,2016-02-09,16:29,910.0,5000.0,68.0,9420.0
499,113,af,S04af,2016-02-09,16:29,170.0,1300.0,41.0,9420.0
500,113,af,S05af,2016-02-09,16:29,73.0,580.0,8.7,9420.0
501,113,af,S06af,2016-02-09,16:29,51.0,630.0,4.7,9420.0
502,113,af,S07af,2016-02-09,16:29,37.0,870.0,3.4,9420.0
503,113,af,S08af,2016-02-09,16:29,31.0,670.0,2.6,9420.0
504,113,af,S09af,2016-02-09,16:29,27.0,650.0,2.0,9420.0
505,113,af,S10af,2016-02-09,16:29,22.0,250.0,1.5,9420.0
506,113,af,S11af,2016-02-09,16:29,22.0,210.0,3.5,9420.0
507,113,af,S12af,2016-02-09,16:29,17.0,180.0,2.4,9420.0
508,113,af,S13af,2016-02-09,16:29,16.0,180.0,1.1,9420.0
509,113,af,S14af,2016-02-09,16:29,14.0,170.0,1.3,9420.0
510,114,a,DS03a,2016-01-28,09:20,1.57,81.0,6.27,8530.0
511,114,a,S01a,2016-01-28,09:15,103.0,84.4,4.45,8530.0
512,114,a,S02a,2016-01-28,09:15,56.0,80.0,2.74,8530.0
513,114,a,S03a,2016-01-28,09:15,18.9,270.0,22.5,8530.0
514,114,a,S04a,2016-01-28,09:15,10.8,628.0,70.4,8530.0
515,114,a,S05a,2016-01-28,09:15,10.4,778.0,60.2,8530.0
516,114,a,S06a,2016-01-28,09:15,8.32,429.0,34.2,8530.0
517,114,a,S07a,2016-01-28,09:15,5.08,315.0,26.4,8530.0
518,114,a,S08a,2016-01-28,09:15,4.34,228.0,20.7,8530.0
519,114,a,S09a,2016-01-28,09:15,3.77,197.0,19.1,8530.0
520,114,a,S10a,2016-01-28,09:15,3.55,184.0,15.1,8530.0
521,114,a,S11a,2016-01-28,09:15,2.59,171.0,11.9,8530.0
522,114,a,S12a,2016-01-28,09:15,2.96,141.0,10.4,8530.0
523,114,a,S13a,2016-01-28,09:15,2.88,136.0,11.7,8530.0
524,114,a,S14a,2016-01-28,09:17,2.55,134.0,11.1,8530.0
525,117,ce,DS03ce,2016-02-18,08:25,3.68,80.0,0.5,9540.0
526,117,ce,S01ce,2016-02-18,08:16,24.6,80.0,0.5,9540.0
527,117,ce,S02ce,2016-02-18,08:16,12.0,80.0,0.5,9540.0
528,117,ce,S03ce,2016-02-18,08:16,4.69,80.0,0.5,9540.0
529,117,ce,S04ce,2016-02-18,08:16,4.04,80.0,0.5,9540.0
530,117,ce,S05ce,2016-02-18,08:16,4.33,80.0,0.5,9540.0
531,117,ce,S06ce,2016-02-18,08:16,4.81,80.0,0.5,9540.0
532,117,ce,S07ce,2016-02-18,08:16,4.8,80.0,0.5,9540.0
533,117,ce,S08ce,2016-02-18,08:16,4.48,80.0,0.5,9540.0
534,117,ce,S09ce,2016-02-18,08:16,4.28,80.0,0.5,9540.0
535,117,ce,S10ce,2016-02-18,08:16,4.11,80.0,0.5,9540.0
536,117,ce,S11ce,2016-02-18,08:16,3.78,80.0,0.5,9540.0
537,117,ce,S12ce,2016-02-18,08:16,3.57,80.0,0.5,9540.0
538,117,ce,S13ce,2016-02-18,08:16,3.26,80.0,0.5,9540.0
539,117,ce,S14ce,2016-02-18,08:16,3.19,80.0,0.5,9540.0
540,118,n,DS03n,2016-02-03,08:05,5.19,80.0,1.41,9560.0
541,118,n,S01n,2016-02-03,08:00,98.7,80.0,19.1,9560.0
542,118,n,S02n,2016-02-03,08:00,61.9,80.0,4.75,9560.0
543,118,n,S03n,2016-02-03,08:00,97.0,80.0,11.2,9560.0
544,118,n,S04n,2016-02-03,08:00,40.1,80.0,4.94,9560.0
545,118,n,S05n,2016-02-03,08:00,37.1,169.0,4.58,9560.0
546,118,n,S06n,2016-02-03,08:00,24.6,85.2,3.46,9560.0
547,118,n,S07n,2016-02-03,08:00,20.1,80.0,2.92,9560.0
548,118,n,S08n,2016-02-03,08:00,17.9,80.0,2.77,9560.0
549,118,n,S09n,2016-02-03,08:00,16.5,80.0,2.57,9560.0
550,118,n,S10n,2016-02-03,08:00,10.8,80.0,2.43,9560.0
551,118,n,S11n,2016-02-03,08:00,6.8,80.0,2.31,9560.0
552,118,n,S12n,2016-02-03,08:00,6.18,80.0,2.22,9560.0
553,118,n,S13n,2016-02-03,08:00,5.91,80.0,2.08,9560.0
554,118,n,S14n,2016-02-03,08:00,5.72,80.0,2.07,9560.0
555,122,t,DS03t,2016-02-05,09:52,5.05,80.0,0.5,9080.0
556,122,t,S01t,2016-02-05,09:52,23.5,88.1,0.513,9080.0
557,122,t,S02t,2016-02-05,09:52,10.0,80.0,0.5,9080.0
558,122,t,S03t,2016-02-05,09:52,69.3,1320.0,14.9,9080.0
559,122,t,S04t,2016-02-05,09:52,61.4,1030.0,14.6,9080.0
560,122,t,S05t,2016-02-05,09:52,48.8,490.0,6.11,9080.0
561,122,t,S06t,2016-02-05,09:52,52.8,327.0,4.81,9080.0
562,122,t,S07t,2016-02-05,09:52,46.4,250.0,4.0,9080.0
563,122,t,S08t,2016-02-05,09:52,55.5,209.0,3.28,9080.0
564,122,t,S09t,2016-02-05,09:52,58.8,165.0,2.73,9080.0
565,122,t,S10t,2016-02-05,09:52,60.2,146.0,3.38,9080.0
566,122,t,S11t,2016-02-05,09:52,40.7,116.0,1.54,9080.0
567,122,t,S12t,2016-02-05,09:52,21.4,104.0,1.45,9080.0
568,122,t,S13t,2016-02-05,09:52,18.5,90.8,1.3,9080.0
569,122,t,S14t,2016-02-05,09:52,14.2,83.6,1.22,9080.0
570,124,am,DS03am,2016-02-10,08:22,3.18,80.0,0.718,9300.0
571,124,am,S01am,2016-02-10,08:13,89.6,80.0,3.04,9300.0
572,124,am,S02am,2016-02-10,08:13,178.0,80.0,3.76,9300.0
573,124,am,S03am,2016-02-10,08:13,18.4,80.0,3.15,9300.0
574,124,am,S04am,2016-02-10,08:13,13.0,85.4,3.61,9300.0
575,124,am,S05am,2016-02-10,08:13,23.6,80.0,2.97,9300.0
576,124,am,S06am,2016-02-10,08:13,10.7,80.0,2.14,9300.0
577,124,am,S07am,2016-02-10,08:13,7.08,80.0,2.14,9300.0
578,124,am,S08am,2016-02-10,08:13,6.17,80.0,3.02,9300.0
579,124,am,S09am,2016-02-10,08:13,5.71,80.0,4.77,9300.0
580,124,am,S10am,2016-02-10,08:13,5.2,80.0,6.22,9300.0
581,124,am,S11am,2016-02-10,08:13,4.73,80.0,4.79,9300.0
582,124,am,S12am,2016-02-10,08:13,4.34,80.0,1.88,9300.0
583,124,am,S13am,2016-02-10,08:13,4.14,80.0,1.21,9300.0
584,124,am,S14am,2016-02-10,08:13,4.03,80.0,1.04,9300.0
585,130,bi,DS03bi,2016-02-15,10:18,3.31,167.0,1.23,9090.0
586,130,bi,S01bi,2016-02-15,10:10,31.3,171.0,9.28,9090.0
587,130,bi,S02bi,2016-02-15,10:10,8.26,140.0,5.78,9090.0
588,130,bi,S03bi,2016-02-15,10:10,6.67,187.0,9.92,9090.0
589,130,bi,S04bi,2016-02-15,10:10,8.27,158.0,8.76,9090.0
590,130,bi,S05bi,2016-02-15,10:10,50.7,192.0,11.1,9090.0
591,130,bi,S06bi,2016-02-15,10:10,41.7,207.0,13.2,9090.0
592,130,bi,S07bi,2016-02-15,10:10,42.8,175.0,16.9,9090.0
593,130,bi,S08bi,2016-02-15,10:10,27.8,162.0,20.4,9090.0
594,130,bi,S09bi,2016-02-15,10:10,22.3,155.0,19.7,9090.0
595,130,bi,S10bi,2016-02-15,10:10,17.9,145.0,19.6,9090.0
596,130,bi,S11bi,2016-02-15,10:10,14.4,152.0,19.7,9090.0
597,130,bi,S12bi,2016-02-15,10:10,13.2,144.0,16.4,9090.0
598,130,bi,S13bi,2016-02-15,10:10,11.9,155.0,13.3,9090.0
599,130,bi,S14bi,2016-02-15,10:10,9.7,159.0,9.92,9090.0
600,131,az,DS03az,2016-02-12,07:23,4.17,80.0,0.5,8950.0
601,131,az,S01az,2016-02-12,07:15,112.0,111.0,3.44,8950.0
602,131,az,S02az,2016-02-12,07:15,86.5,80.0,1.14,8950.0
603,131,az,S03az,2016-02-12,07:15,78.9,80.0,6.06,8950.0
604,131,az,S04az,2016-02-12,07:15,77.1,157.0,8.56,8950.0
605,131,az,S05az,2016-02-12,07:15,55.8,80.0,3.75,8950.0
606,131,az,S06az,2016-02-12,07:15,47.6,80.0,2.03,8950.0
607,131,az,S07az,2016-02-12,07:15,43.8,80.0,1.68,8950.0
608,131,az,S08az,2016-02-12,07:15,20.0,80.0,5.29,8950.0
609,131,az,S09az,2016-02-12,07:15,7.72,80.0,8.29,8950.0
610,131,az,S10az,2016-02-12,07:15,6.78,80.0,7.97,8950.0
611,131,az,S11az,2016-02-12,07:15,6.74,80.0,3.58,8950.0
612,131,az,S12az,2016-02-12,07:15,6.62,80.0,1.43,8950.0
613,131,az,S13az,2016-02-12,07:15,6.53,80.0,1.05,8950.0
614,131,az,S14az,2016-02-12,07:15,6.27,80.0,0.901,8950.0
615,133,as,DS03as,2016-02-10,07:22,3.4,80.0,0.5,9250.0
616,133,as,S01as,2016-02-10,07:11,58.6,80.0,1.76,9250.0
617,133,as,S02as,2016-02-10,07:11,126.0,80.0,1.55,9250.0
618,133,as,S03as,2016-02-10,07:11,116.0,281.0,107.0,9250.0
619,133,as,S04as,2016-02-10,07:11,40.1,495.0,16.3,9250.0
620,133,as,S05as,2016-02-10,07:11,40.5,449.0,16.5,9250.0
621,133,as,S06as,2016-02-10,07:11,66.2,414.0,21.8,9250.0
622,133,as,S07as,2016-02-10,07:11,59.9,291.0,14.3,9250.0
623,133,as,S08as,2016-02-10,07:11,28.0,125.0,3.02,9250.0
624,133,as,S09as,2016-02-10,07:11,12.4,87.5,6.97,9250.0
625,133,as,S10as,2016-02-10,07:11,6.48,85.2,12.3,9250.0
626,133,as,S11as,2016-02-10,07:11,5.53,110.0,11.8,9250.0
627,133,as,S12as,2016-02-10,07:11,5.71,96.3,5.85,9250.0
628,133,as,S13as,2016-02-10,07:11,4.84,80.0,1.31,9250.0
629,133,as,S14as,2016-02-10,07:11,4.63,80.0,0.738,9250.0
630,140,ae,DS03ae,2016-02-09,07:29,5.4,100.0,0.77,9360.0
631,140,ae,S01ae,2016-02-09,07:20,240.0,100.0,5.7,9360.0
632,140,ae,S02ae,2016-02-09,07:20,240.0,100.0,1.7,9360.0
633,140,ae,S03ae,2016-02-09,07:20,67.0,100.0,3.4,9360.0
634,140,ae,S04ae,2016-02-09,07:20,61.0,100.0,3.5,9360.0
635,140,ae,S05ae,2016-02-09,07:20,68.0,100.0,3.1,9360.0
636,140,ae,S06ae,2016-02-09,07:20,53.0,100.0,2.6,9360.0
637,140,ae,S07ae,2016-02-09,07:20,38.0,100.0,1.5,9360.0
638,140,ae,S08ae,2016-02-09,07:20,36.0,100.0,1.8,9360.0
639,140,ae,S09ae,2016-02-09,07:20,33.0,100.0,3.0,9360.0
640,140,ae,S10ae,2016-02-09,07:20,18.0,100.0,6.0,9360.0
641,140,ae,S11ae,2016-02-09,07:20,10.0,100.0,6.5,9360.0
642,140,ae,S12ae,2016-02-09,07:20,9.4,100.0,5.1,9360.0
643,140,ae,S13ae,2016-02-09,07:20,9.0,100.0,2.3,9360.0
644,140,ae,S14ae,2016-02-09,07:20,8.7,100.0,1.4,9360.0
645,141,w,DS03w,2016-02-05,08:32,17.6,139.0,2.45,9240.0
646,141,w,S01w,2016-02-05,08:25,106.0,80.0,2.02,9240.0
647,141,w,S02w,2016-02-05,08:25,48.8,80.0,4.88,9240.0
648,141,w,S03w,2016-02-05,08:25,298.0,5790.0,169.0,9240.0
649,141,w,S04w,2016-02-05,08:25,252.0,3960.0,109.0,9240.0
650,141,w,S05w,2016-02-05,08:25,175.0,2170.0,81.5,9240.0
651,141,w,S06w,2016-02-05,08:25,156.0,2040.0,66.9,9240.0
652,141,w,S07w,2016-02-05,08:25,133.0,1790.0,51.1,9240.0
653,141,w,S08w,2016-02-05,08:25,150.0,2380.0,57.1,9240.0
654,141,w,S09w,2016-02-05,08:25,120.0,1920.0,45.2,9240.0
655,141,w,S10w,2016-02-05,08:25,115.0,1690.0,39.1,9240.0
656,141,w,S11w,2016-02-05,08:25,95.1,1420.0,31.1,9240.0
657,141,w,S12w,2016-02-05,08:25,85.9,1220.0,28.9,9240.0
658,141,w,S13w,2016-02-05,08:25,74.2,1000.0,24.7,9240.0
659,141,w,S14w,2016-02-05,08:25,68.3,935.0,19.1,9240.0
660,142,al,DS03al,2016-02-10,12:34,28.1,91.6,2.64,9480.0
661,142,al,S01al,2016-02-10,12:27,373.0,80.0,7.92,9480.0
662,142,al,S02al,2016-02-10,12:27,631.0,80.0,4.78,9480.0
663,142,al,S03al,2016-02-10,12:27,2440.0,2290.0,616.0,9480.0
664,142,al,S04al,2016-02-10,12:27,638.0,677.0,192.0,9480.0
665,142,al,S05al,2016-02-10,12:27,401.0,868.0,121.0,9480.0
666,142,al,S06al,2016-02-10,12:27,288.0,596.0,57.2,9480.0
667,142,al,S07al,2016-02-10,12:27,157.0,314.0,24.5,9480.0
668,142,al,S08al,2016-02-10,12:27,97.6,232.0,14.3,9480.0
669,142,al,S09al,2016-02-10,12:27,84.5,219.0,10.2,9480.0
670,142,al,S10al,2016-02-10,12:27,83.8,219.0,21.7,9480.0
671,142,al,S11al,2016-02-10,12:27,225.0,215.0,7.7,9480.0
672,142,al,S12al,2016-02-10,12:27,362.0,205.0,5.62,9480.0
673,142,al,S13al,2016-02-10,12:27,371.0,192.0,4.73,9480.0
674,142,al,S14al,2016-02-10,12:27,268.0,149.0,4.18,9480.0
675,143,ay,DS03ay,2016-02-11,11:22,3.69,80.0,0.5,9170.0
676,143,ay,S01ay,2016-02-11,11:13,211.0,80.0,0.626,9170.0
677,143,ay,S02ay,2016-02-11,11:13,170.0,80.0,0.654,9170.0
678,143,ay,S03ay,2016-02-11,11:13,67.7,189.0,4.71,9170.0
679,143,ay,S04ay,2016-02-11,11:13,45.0,132.0,2.65,9170.0
680,143,ay,S05ay,2016-02-11,11:13,46.4,96.7,1.33,9170.0
681,143,ay,S06ay,2016-02-11,11:13,45.2,80.0,1.34,9170.0
682,143,ay,S07ay,2016-02-11,11:13,20.0,80.0,0.609,9170.0
683,143,ay,S08ay,2016-02-11,11:13,15.8,80.0,0.5,9170.0
684,143,ay,S09ay,2016-02-11,11:13,15.1,80.0,0.5,9170.0
685,143,ay,S10ay,2016-02-11,11:13,13.3,90.1,0.5,9170.0
686,143,ay,S11ay,2016-02-11,11:13,15.7,80.0,0.5,9170.0
687,143,ay,S12ay,2016-02-11,11:13,11.0,80.0,0.5,9170.0
688,143,ay,S13ay,2016-02-11,11:13,10.3,80.0,0.5,9170.0
689,143,ay,S14ay,2016-02-11,11:13,8.67,80.0,0.5,9170.0
690,144,ak,DS03ak,2016-02-10,11:39,8.11,85.8,0.5,9440.0
691,144,ak,S01ak,2016-02-10,11:29,138.0,80.0,12.5,9440.0
692,144,ak,S02ak,2016-02-10,11:29,199.0,80.0,8.21,9440.0
693,144,ak,S03ak,2016-02-10,11:29,207.0,198.0,26.8,9440.0
694,144,ak,S04ak,2016-02-10,11:29,63.2,80.0,4.79,9440.0
695,144,ak,S05ak,2016-02-10,11:29,98.4,276.0,8.52,9440.0
696,144,ak,S06ak,2016-02-10,11:29,120.0,271.0,7.42,9440.0
697,144,ak,S07ak,2016-02-10,11:29,177.0,172.0,8.63,9440.0
698,144,ak,S08ak,2016-02-10,11:29,78.5,92.5,3.36,9440.0
699,144,ak,S09ak,2016-02-10,11:29,47.1,80.0,1.8,9440.0
700,144,ak,S10ak,2016-02-10,11:29,43.6,80.0,1.46,9440.0
701,144,ak,S11ak,2016-02-10,11:29,37.9,80.0,1.77,9440.0
702,144,ak,S12ak,2016-02-10,11:29,24.8,308.0,1.49,9440.0
703,144,ak,S13ak,2016-02-10,11:29,15.1,129.0,1.14,9440.0
704,144,ak,S14ak,2016-02-10,11:29,13.3,97.4,1.02,9440.0
705,145,ch,DS03ch,2016-02-18,16:51,7.02,80.0,0.5,9350.0
